Name,Definition
threatintel_outputlookup_wildcard(2),"`get_threat_download_status` | `threatintel_outputlookup_exclusions` | mvexpand ""$field$"" | where isnotnull('$field$') AND NOT '$field$'="""" AND ('$field$' LIKE ""*%"" OR '$field$' LIKE ""%*"") AND len('$field$')>=`threatintel_wildcard_minlength` | eval key=md5('threat_collection'.'_key'.'$field$'),threat_collection_key='_key',value=lower('$field$') | `threatintel_upsert($collection$)`"
threatintel_upsert(1),"table key,threat_collection,threat_collection_key,value | threatintelupsert collection=$collection$ | outputlookup append=T key_field=key $collection$ | threatintelbydelete collection=$collection$ | stats count"
threatintel_url_lookup(1),"lookup update=true threatintel_by_url value as ""$url$"" OUTPUTNEW | lookup update=true threatintel_by_url_wildcard value as ""$url$"" OUTPUTNEW"
threatintel_wildcard_minlength,3
tim_iocs_library,"inputlookup tim_iocs max=1000 | spath input=indicator_json | rename observable.value AS observable_value, observable.type as type, scoreContexts{}.sourceName as intel_sources, scoreContexts{}.passThroughScore.scoreName as passThroughScore_name, scoreContexts{}.passThroughScore.scoreValue as passThroughScore_value, userTags{} as observable_tags, submissionTags{} as intel_document_tags, attributes{}.type as attributes_type, attributes{}.value as attributes_value, processedAt as processed_at, priorityScore as priority_score, workflowId as workflow_id| eval relationships=mvzip(attributes_type,attributes_value, "" : ""), pass_through_score=mvzip(source_name, mvzip(passThroughScore_name,passThroughScore_value, "" : ""),"" - "")| fields id, observable_value, type, workflow_id, priority_score, intel_sources, pass_through_score, intel_document_tags, observable_tags, relationships, created, processed_at| dedup observable_value, workflow_id"
timeDiff,`timeDiff(_time)`
timeDiff(1),eval timeDiff=(time()-'$field$')
time_provider_persistence_registry_filter,search *
time_subsearch(2),"makeresults | eval search=""_time>"".floor(relative_time(time(),""$earliest$""))."" _time<"".floor(relative_time(time(),""$latest$"")) | table search"
time_sync,tag=time tag=synchronize
time_sync(1),tag=$action$ `time_sync`
top_1m_sites,cisco_top_one_million_sites
top_by_errors,addtotals fieldname=totalErrors | sort by -totalErrors| fields - totalErrors | head 8
tor_traffic_filter,search *
total_page_views,"`user_activity_base` | stats sum(Pageviews) as ""Total Pageviews"""
tracker_timerange_by_field(2),"`tracker_timerange_by_field($begin$, $end$, firstTime, lastTime)`"
tracker_timerange_by_field(4),"`make_ts_field($begin$, earliestQual)` | `make_ts_field($end$, latestQual)` | where ('$lastTime$'>earliestQual AND '$firstTime$'<latestQual) | fields - earliestQual, latestQual"
tracker_timerange_by_value(2),"`tracker_timerange_by_value($begin$, $end$, firstTime, lastTime)`"
tracker_timerange_by_value(4),"`make_ts_value($begin$, earliestQual)` | `make_ts_value($end$, latestQual)` | where ('$lastTime$'>earliestQual AND '$firstTime$'<latestQual) | fields - earliestQual, latestQual"
tracker_trp,"`tracker_trp(firstTime,lastTime)`"
tracker_trp(2),"[| makeresults | addinfo | eval search=""$begin$>="".if(isnotnull(info_min_time),info_min_time,0).if(isnull(info_max_time) OR info_max_time=""+Infinity"","""","" AND $end$<="".info_max_time) | return $search]"
transform_all_sai_groups,`transform_sai_groups(*)`
transform_sai_groups(1),"inputlookup em_groups where title=""$group_title$"" | makemv delim="","" filter | mvexpand filter | rex field=filter ""(?<dim>.*)=(?<val>.*)"" | stats values(val) as vals by title, dim | eval {dim}=vals | fields - dim, vals, filter | stats values(*) as * by title"
trickbot_named_pipe_filter,search *
trim(1),"eval ""$field$""=trim('$field$',"" "")"
truncate(2),"eval ""$field$""=if(length('$field$')>$length$, substr('$field$', 0, $length$) + ""..."", '$field$')"
truncate_domain(1),"`truncate_domain($source$, $source$)`"
truncate_domain(2),"eval SEGMENTS=split(ltrim('$source$', "".""), "".""),SEG1=mvindex(SEGMENTS, -1),SEG2=mvjoin(mvindex(SEGMENTS, -2, -1), "".""),SEG3=mvjoin(mvindex(SEGMENTS, -3, -1), "".""),SEG4=mvjoin(mvindex(SEGMENTS, -4, -1), ""."") | lookup mozilla_public_suffix_lookup domain AS SEG1 OUTPUTNEW length AS SEG1_LENGTH | lookup mozilla_public_suffix_lookup domain AS SEG2 OUTPUTNEW length AS SEG2_LENGTH | lookup mozilla_public_suffix_lookup domain AS SEG3 OUTPUTNEW length AS SEG3_LENGTH | lookup mozilla_public_suffix_lookup domain AS SEG4 OUTPUTNEW length AS SEG4_LENGTH | lookup cim_http_tld_lookup tld AS SEG1 OUTPUT tld AS TLD | eval TGT_LENGTH=coalesce(SEG4_LENGTH,SEG3_LENGTH,SEG2_LENGTH,SEG1_LENGTH, if(cidrmatch(""0.0.0.0/0"", '$source$'), if(`truncate_domain_allows_ips`==0, 4, 0), if(isnull(TLD), 2, 0))),SRC_LENGTH=mvcount(SEGMENTS),""$target$""=if(TGT_LENGTH==0, null, if(SRC_LENGTH>=TGT_LENGTH, mvjoin(mvindex(SEGMENTS, -TGT_LENGTH, -1), "".""), null)) | fields - TLD SEG1 SEG2 SEG3 SEG4 SEG1_LENGTH SEG2_LENGTH SEG3_LENGTH SEG4_LENGTH TGT_LENGTH SRC_LENGTH SEGMENTS"
truncate_domain_allows_ips,1
truncate_domain_dedup(1),"`truncate_domain_dedup($source$, $source$_domain)`"
truncate_domain_dedup(2),"`truncate_domain($source$, $target$)` | eval ""$target$""=if(""$target$""=""$source$"" OR '$target$'='$source$', null(), '$target$')"
truncate_search,"eval search=if(length(search) > 150, substr(search, 0, 150) + ""..."", search)"
tscollect(1),"`tscollect(""$namespace$"",""true"",""false"")`"
tscollect(2),"`tscollect($namespace$,$squashcase$,""false"")`"
tscollect(3),tscollect namespace=$namespace$ squashcase=$squashcase$ keepresults=$keepresults$
tstats,tstats prestats=true local=`tstats_local` `summariesonly`
tstats_local,FALSE
uac_bypass_mmc_load_unsigned_dll_filter,search *
uac_bypass_with_colorui_com_object_filter,search *
uitime(1),"`uitime($field$,""%m/%d/%Y %H:%M:%S"")`"
uitime(2),"fieldformat ""$field$""=strftime('$field$', ""$format$"")"
uncommon_processes,"lookup update=true lookup_uncommon_processes_default process_name as process_name outputnew uncommon_default,category_default,analytic_story_default,kill_chain_phase_default,mitre_attack_default | lookup update=true lookup_uncommon_processes_local process_name as process_name outputnew uncommon_local,category_local,analytic_story_local,kill_chain_phase_local,mitre_attack_local | eval uncommon = coalesce(uncommon_default, uncommon_local), analytic_story = coalesce(analytic_story_default, analytic_story_local), category=coalesce(category_default, category_local), kill_chain_phase=coalesce(kill_chain_phase_default, kill_chain_phase_local), mitre_attack=coalesce(mitre_attack_default, mitre_attack_local) | fields - analytic_story_default, analytic_story_local, category_default, category_local, kill_chain_phase_default, kill_chain_phase_local, mitre_attack_default, mitre_attack_local, uncommon_default, uncommon_local | search uncommon=true"
uncommon_processes_on_endpoint_filter,search *
unescape_simplexml(1),"| eval ""$field_name$"" = replace(replace(replace(replace(replace('$field_name$', ""&lt;"", ""<""), ""&gt;"", "">""), ""&quot;"", ""\""""), ""&amp;"", ""&""), ""&apos;"", ""'"")"
unescape_spl(1),"| eval ""$field_name$"" = replace('$field_name$',""\\\\(\\\\|\"")"",""\1"")"
uninstall_app_using_msiexec_filter,search *
unknown_process_using_the_kerberos_protocol_filter,search *
unload_sysmon_filter_driver_filter,search *
unloading_amsi_via_reflection_filter,search *
unprepend_alias_assets(1),"$subject$_asset_id as asset_id,$subject$_asset as asset,$subject$_asset_tag as asset_tag,$subject$_bunit as bunit,$subject$_category as category,$subject$_city as city,$subject$_country as country,$subject$_dns as dns,$subject$_ip as ip,$subject$_is_expected as is_expected,$subject$_lat as lat,$subject$_long as long,$subject$_mac as mac,$subject$_nt_host as nt_host,$subject$_owner as owner,$subject$_pci_domain as pci_domain,$subject$_priority as priority,$subject$_requires_av as requires_av,$subject$_should_timesync as should_timesync,$subject$_should_update as should_update"
unprepend_assets(1),rename `unprepend_alias_assets($subject$)`
unsigned_image_loaded_by_lsass_filter,search *
unsuccessful_netbackup_backups_filter,search *
unusual_number_of_computer_service_tickets_requested_filter,search *
unusual_number_of_kerberos_service_tickets_requested_filter,search *
unusual_number_of_remote_endpoint_authentication_events_filter,search *
unusually_long_command_line___mltk_filter,search *
unusually_long_command_line_filter,search *
unusually_long_content_type_length_filter,search *
update_startmode,"`update_startmode(""*"")`"
update_startmode(1),tag=update `service($host$)` | `tag2field_should(update)` | dedup dest
uptime,"tag=""uptime"" | dedup dest | tags outputfield=tag | `uptime2string(SystemUpTime,label)`"
uptime2string(2),"eval days_dec='$inField$'/86400 | eval days=floor(days_dec) | eval hours_dec=('$inField$'/3600)-(days*24) | eval hours=floor(hours_dec) | eval minutes_dec=('$inField$'/60)-(days*1440)-(hours*60) | eval minutes=floor(minutes_dec) | eval ""$outField$""=case(days==1,days."" day, "",days>0,days."" days, "",1==1,"""").case(hours=1,hours."" hour, "",hours>0,hours."" hours, "",1=1,"""").case(minutes=1,minutes."" minute"",minutes>0,minutes."" minutes"",1==1,"""").case('$inField$'==1,'$inField$'."" second"",'$inField$'>=0 AND '$inField$'<60,replace('$inField$',""^(\d+(\.\d)?).*$"",""\1"")."" seconds"",days=0 AND hours=0 AND ('$inField$'%60)=1,"", "".ceil('$inField$'%60)."" second"",days=0 AND hours=0 AND ('$inField$'%60)>0,"", "".ceil('$inField$'%60)."" seconds"",1=1,"""") | eval ""$outField$""=rtrim(rtrim('$outField$'), "","") | fields - days,hours,minutes"
uptime(1),dest=$host$ `uptime`
uptime(2),`uptime($host$)` | head $limit$
urgency,inputlookup append=T urgency_lookup
useother,TRUE
user_activity_base,"`sim_set_index_internal` `sim_set_search_head` sourcetype=splunk_web_access method=GET status=200 uri_path=""/*/app/*"" user!=cmon_user file!=""*.*"" | rex field=uri_path ""\/app\/(?<App>[^\/]+).*"" | rename user as ""User"" file as ""Page"" | stats count as Pageviews by User App Page"
user_discovery_with_env_vars_powershell_filter,search *
user_discovery_with_env_vars_powershell_script_block_filter,search *
user_intel,`user_intel_by_threat_key(*)`
user_intel_by_threat_key(1),"inputlookup append=T user_intel where threat_key=""$threat_key$"" | fillnull value=0 updated,disabled | `set_threat_collection_name(""user_intel"")` | `get_threat_attribution_weight(threat_key)`"
user_intel_stats,dc(user)
useraccount_minimal_lifetime,3600
useraccounts,"sourcetype=""*:UserAccounts"" | tags outputfield=tag | rex field=password ""\*(?<password>)"""
useraccounts(1),dest=$host$ `useraccounts`
useraccounts(2),"`useraccounts($host$)` | transaction _time,dest | head $limit$"
useraccounts_tracker,inputlookup append=T useraccounts_tracker | `get_identity4events(user)` | `get_asset(dest)` | `get_identity4events(dest_owner)`
usn_journal_deletion_filter,search *
vbscript_execution_using_wscript_app_filter,search *
vendor_product_tracker(1),"inputlookup append=T cim_vendor_product_tracker | search model=""$model$"""
verclsid_clsid_execution_filter,search *
view_activity,"`view_activity(""*"",""*"")`"
view_activity(1),"`view_activity(""$app$"",""*"")`"
view_activity(2),"index=_internal sourcetype=splunk_web_access method=GET status=200 | rex ""GET /[^/]+/app/(?<app>[^/ ?]+)/(?<view>[^/ ?]+)"" | search app=""$app$"" view=""$view$"""
vmware_aria_operations_exploit_attempt_filter,search *
vmware_server_side_template_injection_hunt_filter,search *
vmware_workspace_one_freemarker_server_side_template_injection_filter,search *
vuln_signature_reference,inputlookup append=T vuln_signature_reference
vuln_signature_reference(1),"inputlookup append=T vuln_signature_reference where `tracker_trp($timefield$,$timefield$)`"
vulnerability,"tag=vulnerability tag=report | tags outputfield=tag | fillnull value=unknown category,severity,signature,dest,os | fillnull value="""" cvss | `get_vendor_product`"
vulnerability_tracker,inputlookup append=T vulnerability_tracker | `get_asset(dest)`
vulnerability_tracker(1),"inputlookup append=T vulnerability_tracker where `tracker_trp($timefield$,$timefield$)` | `get_asset(dest)`"
w3wp_spawning_shell_filter,search *
wbadmin_delete_system_backups_filter,search *
wbemprox_com_object_execution_filter,search *
web_fraud___account_harvesting_filter,search *
web_fraud___anomalous_user_clickspeed_filter,search *
web_fraud___password_sharing_across_accounts_filter,search *
web_jsp_request_via_url_filter,search *
web_servers_executing_suspicious_processes_filter,search *
web_spring4shell_http_request_class_module_filter,search *
web_spring_cloud_function_functionrouter_filter,search *
wermgr_process_connecting_to_ip_check_web_services_filter,search *
wermgr_process_create_executable_file_filter,search *
wermgr_process_spawned_cmd_or_powershell_process_filter,search *
wget_download_and_bash_execution_filter,search *
whois,"index=whois sourcetype=Whois:* | fillnull value=unknown created,domain,expires,nameservers,registrant,registrar,resolved_domain,retrieved,updated"
windows_access_token_manipulation_sedebugprivilege_filter,search *
windows_access_token_manipulation_winlogon_duplicate_token_handle_filter,search *
windows_access_token_winlogon_duplicate_handle_in_uncommon_path_filter,search *
windows_ad_adminsdholder_acl_modified_filter,search *
windows_ad_cross_domain_sid_history_addition_filter,search *
windows_ad_domain_controller_audit_policy_disabled_filter,search *
windows_ad_domain_controller_promotion_filter,search *
windows_ad_domain_replication_acl_addition_filter,search *
windows_ad_dsrm_account_changes_filter,search *
windows_ad_dsrm_password_reset_filter,search *
windows_ad_privileged_account_sid_history_addition_filter,search *
windows_ad_replication_request_initiated_by_user_account_filter,search *
windows_ad_replication_request_initiated_from_unsanctioned_location_filter,search *
windows_ad_replication_service_traffic_filter,search *
windows_ad_rogue_domain_controller_network_activity_filter,search *
windows_ad_same_domain_sid_history_addition_filter,search *
windows_ad_serviceprincipalname_added_to_domain_account_filter,search *
windows_ad_short_lived_domain_account_serviceprincipalname_filter,search *
windows_ad_short_lived_domain_controller_spn_attribute_filter,search *
windows_ad_short_lived_server_object_filter,search *
windows_ad_sid_history_attribute_modified_filter,search *
windows_adfind_exe_filter,search *
windows_administrative_shares_accessed_on_multiple_hosts_filter,search *
windows_admon_default_group_policy_object_modified_filter,search *
windows_admon_group_policy_object_created_filter,search *
windows_apache_benchmark_binary_filter,search *
windows_app_layer_protocol_qakbot_namedpipe_filter,search *
windows_app_layer_protocol_wermgr_connect_to_namedpipe_filter,search *
windows_application_layer_protocol_rms_radmin_tool_namedpipe_filter,search *
windows_autostart_execution_lsass_driver_registry_modification_filter,search *
windows_binary_proxy_execution_mavinject_dll_injection_filter,search *
windows_boot_or_logon_autostart_execution_in_startup_folder_filter,search *
windows_bootloader_inventory_filter,search *
windows_cached_domain_credentials_reg_query_filter,search *
windows_change_default_file_association_for_no_file_ext_filter,search *
windows_clipboard_data_via_get_clipboard_filter,search *
windows_com_hijacking_inprocserver32_modification_filter,search *
windows_command_and_scripting_interpreter_hunting_path_traversal_filter,search *
windows_command_and_scripting_interpreter_path_traversal_exec_filter,search *
windows_command_shell_dcrat_forkbomb_payload_filter,search *
windows_command_shell_fetch_env_variables_filter,search *
windows_computer_account_created_by_computer_account_filter,search *
windows_computer_account_requesting_kerberos_ticket_filter,search *
windows_computer_account_with_spn_filter,search *
windows_connhost_exe_started_forcefully_filter,search *
windows_create_local_account_filter,search *
windows_credential_dumping_lsass_memory_createdump_filter,search *
